date,ticker,ticker_name,open,high,low,close,volume,volume_weighted_price,number_of_transactions
2024-08-31,X:ADAUSD,Cardano - United States dollar,0.3469,0.35146,0.3444,0.3449,10512504.813628351,0.3472,10625
2024-09-01,X:ADAUSD,Cardano - United States dollar,0.345,0.34682,0.327,0.3311,25319696.226466473,0.3382,18644
2024-09-02,X:ADAUSD,Cardano - United States dollar,0.3309,0.33821,0.3246,0.3364,17513561.2896072,0.331,17860
2024-09-03,X:ADAUSD,Cardano - United States dollar,0.3361,0.34039,0.3174,0.3185,22235818.73798551,0.3258,19694
2024-09-04,X:ADAUSD,Cardano - United States dollar,0.318375,0.32979,0.305062,0.32411,42686147.946901985,0.3181,31899
2024-09-05,X:ADAUSD,Cardano - United States dollar,0.3234,0.34042,0.3195,0.3249,24939023.13078032,0.327,21448
2024-09-06,X:ADAUSD,Cardano - United States dollar,0.325032,0.33255,0.3033,0.3149,23156068.326375168,0.3179,23526
2024-09-07,X:ADAUSD,Cardano - United States dollar,0.3149,0.32866,0.314632,0.3254,10935766.912425103,0.3228,12335
2024-09-08,X:ADAUSD,Cardano - United States dollar,0.3252,0.34185,0.3238,0.33987,12141663.890920524,0.3345,12430
2024-09-09,X:ADAUSD,Cardano - United States dollar,0.3391,0.34962,0.337416,0.343435,20356063.905719172,0.343,18178
2024-09-10,X:ADAUSD,Cardano - United States dollar,0.3435,0.34611,0.3373,0.343,10448749.883691974,0.3421,10602
2024-09-11,X:ADAUSD,Cardano - United States dollar,0.343001,0.35806,0.33,0.3531,23169620.54919716,0.3423,16946
2024-09-12,X:ADAUSD,Cardano - United States dollar,0.353417,0.36266,0.351997,0.35708,5312611.874211936,0.3571,3658
2024-09-13,X:ADAUSD,Cardano - United States dollar,0.356388,0.36573,0.350318,0.360595,5347788.691606941,0.358,3027
2024-09-14,X:ADAUSD,Cardano - United States dollar,0.360869,0.36205,0.351531,0.35509,4423070.452844049,0.3558,2471
2024-09-15,X:ADAUSD,Cardano - United States dollar,0.35485,0.35673,0.334397,0.338558,2356899.5360193434,0.3459,2527
